salmon_Module-KEGG_Ensembl-Gene-Rankings.txt	
salmon_Module-KEGG_Ensembl-Gene-Rankings.txt	GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000116489	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]	7	0.0679611650485	ENSG00000116489	negative regulation of cytoskeleton organization // extracellular organelle // cytosol // actin binding // cortical cytoskeleton // negative regulation of protein complex disassembly // actin cytoskeleton organization
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000078369	GNB1	guanine nucleotide binding protein (G protein), beta polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:4396]	7	0.0679611650485	ENSG00000078369	GTPase activity // extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process // intracellular // primary cilium // small GTPase mediated signal transduction
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000188643	S100A16	S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]	6	0.0582524271845	ENSG00000188643	extracellular organelle // cytosol // cytoplasm // nucleolus // nucleus // poly(A) RNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000180370	PAK2	p21 protein (Cdc42/Rac)-activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]	6	0.0582524271845	ENSG00000180370	positive regulation of apoptotic signaling pathway // kinase binding // cytosol // cellular component disassembly involved in execution phase of apoptosis // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000173898	SPTBN2	spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]	6	0.0582524271845	ENSG00000173898	negative regulation of cytoskeleton organization // cytosol // actin binding // spectrin // negative regulation of protein complex disassembly // structural constituent of cytoskeleton
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000169710	FASN	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	6	0.0582524271845	ENSG00000169710	extracellular organelle // cytosol // cytoplasm // poly(A) RNA binding // osteoblast differentiation // NADP binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000157500	APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1 [Source:HGNC Symbol;Acc:HGNC:24035]	6	0.0582524271845	ENSG00000157500	kinase binding // extracellular organelle // cytosol // regulation of plasma membrane organization // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000143549	TPM3	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]	6	0.0582524271845	ENSG00000143549	extracellular organelle // cytosol // actin binding // muscle thin filament tropomyosin // stress fiber // actin filament-based movement
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]	6	0.0582524271845	ENSG00000105835	extracellular organelle // cytosol // cytoplasm // nucleus // regulation of nucleic acid-templated transcription // pyridine nucleotide biosynthetic process
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000164733	CTSB	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]	5	0.0485436893204	ENSG00000164733	epithelial cell differentiation // extracellular organelle // cysteine-type peptidase activity // nucleolus // intracellular
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000164687	FABP5	fatty acid binding protein 5 (psoriasis-associated) [Source:HGNC Symbol;Acc:HGNC:3560]	5	0.0485436893204	ENSG00000164687	response to wounding // extracellular organelle // epidermis development // cytoplasm // fatty acid binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000163344	PMVK	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]	5	0.0485436893204	ENSG00000163344	peroxisome // extracellular organelle // cytosol // response to alcohol // cytoplasm
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000137563	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase) [Source:HGNC Symbol;Acc:HGNC:4248]	5	0.0485436893204	ENSG00000137563	response to zinc ion // extracellular organelle // cytosol // response to alcohol // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000134760	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]	5	0.0485436893204	ENSG00000134760	desmosome // extracellular organelle // cytosol // cellular component disassembly involved in execution phase of apoptosis // cell-cell junction assembly
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000108578	BLMH	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]	5	0.0485436893204	ENSG00000108578	extracellular organelle // cytosol // cysteine-type peptidase activity // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000101367	MAPRE1	microtubule-associated protein, RP/EB family, member 1 [Source:HGNC Symbol;Acc:HGNC:6890]	5	0.0485436893204	ENSG00000101367	negative regulation of cytoskeleton organization // cytosol // cortical cytoskeleton // cytoplasm // poly(A) RNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000100592	DAAM1	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]	5	0.0485436893204	ENSG00000100592	cytosol // actin binding // cytoplasm // actin cytoskeleton organization // stress fiber
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000100266	PACSIN2	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]	5	0.0485436893204	ENSG00000100266	extracellular organelle // cytosol // cytoplasm // nucleus // actin cytoskeleton organization
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000087258	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O [Source:HGNC Symbol;Acc:HGNC:4389]	5	0.0485436893204	ENSG00000087258	GTPase activity // nucleoside catabolic process // purine nucleotide catabolic process // GTP binding // intracellular
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000072778	ACADVL	acyl-CoA dehydrogenase, very long chain [Source:HGNC Symbol;Acc:HGNC:92]	5	0.0485436893204	ENSG00000072778	epithelial cell differentiation // multicellular organismal homeostasis // cytoplasm // nucleolus // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000060971	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]	5	0.0485436893204	ENSG00000060971	peroxisome // microbody lumen // alpha-linolenic acid metabolic process // fatty acid beta-oxidation using acyl-CoA oxidase // very long-chain fatty acid metabolic process
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000014216	CAPN1	calpain 1, (mu/I) large subunit [Source:HGNC Symbol;Acc:HGNC:1476]	5	0.0485436893204	ENSG00000014216	extracellular organelle // cytosol // cysteine-type peptidase activity // cytoplasm // intracellular
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000180817	PPA1	pyrophosphatase (inorganic) 1 [Source:HGNC Symbol;Acc:HGNC:9226]	4	0.0388349514563	ENSG00000180817	extracellular organelle // cytosol // cytoplasm // gene expression
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000169862	CTNND2	catenin (cadherin-associated protein), delta 2 [Source:HGNC Symbol;Acc:HGNC:2516]	4	0.0388349514563	ENSG00000169862	nucleic acid-templated transcription // cytoplasm // nucleus // regulation of nucleic acid-templated transcription
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000161634	DCD	dermcidin [Source:HGNC Symbol;Acc:HGNC:14669]	4	0.0388349514563	ENSG00000161634	extracellular organelle // defense response to bacterium // poly(A) RNA binding // response to fungus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000160213	CSTB	cystatin B (stefin B) [Source:HGNC Symbol;Acc:HGNC:2482]	4	0.0388349514563	ENSG00000160213	extracellular organelle // cytoplasm // nucleolus // poly(A) RNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000159763	PIP	prolactin-induced protein [Source:HGNC Symbol;Acc:HGNC:8993]	4	0.0388349514563	ENSG00000159763	extracellular organelle // actin binding // nucleus // retina homeostasis
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000152556	PFKM	phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]	4	0.0388349514563	ENSG00000152556	kinase binding // extracellular organelle // cytosol // cytoplasm
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000136026	CKAP4	cytoskeleton-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]	4	0.0388349514563	ENSG00000136026	extracellular organelle // DNA binding // poly(A) RNA binding // regulation of nucleic acid-templated transcription
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000122218	COPA	coatomer protein complex, subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]	4	0.0388349514563	ENSG00000122218	extracellular organelle // cytosol // cytoplasm // COPI coating of Golgi vesicle
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000109107	ALDOC	aldolase C, fructose-bisphosphate [Source:HGNC Symbol;Acc:HGNC:418]	4	0.0388349514563	ENSG00000109107	epithelial cell differentiation // extracellular organelle // cytosol // cytoplasm
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000103811	CTSH	cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]	4	0.0388349514563	ENSG00000103811	positive regulation of apoptotic signaling pathway // extracellular organelle // cytosol // cysteine-type peptidase activity
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000100804	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5 [Source:HGNC Symbol;Acc:HGNC:9542]	4	0.0388349514563	ENSG00000100804	extracellular organelle // cytosol // nucleus // gene expression
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000092964	DPYSL2	dihydropyrimidinase-like 2 [Source:HGNC Symbol;Acc:HGNC:3014]	4	0.0388349514563	ENSG00000092964	kinase binding // extracellular organelle // cytosol // cytoplasm
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000085662	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase) [Source:HGNC Symbol;Acc:HGNC:381]	4	0.0388349514563	ENSG00000085662	extracellular organelle // cytosol // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000244038	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic) [Source:HGNC Symbol;Acc:HGNC:2728]	3	0.0291262135922	ENSG00000244038	SRP-dependent cotranslational protein targeting to membrane // gene expression // translation
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000204065	TCEAL5	transcription elongation factor A (SII)-like 5 [Source:HGNC Symbol;Acc:HGNC:22282]	3	0.0291262135922	ENSG00000204065	nucleic acid-templated transcription // nucleus // regulation of nucleic acid-templated transcription
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000172020	GAP43	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]	3	0.0291262135922	ENSG00000172020	regulation of cell projection assembly // response to wounding // cytoplasm
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000129083	COPB1	coatomer protein complex, subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]	3	0.0291262135922	ENSG00000129083	cytosol // cytoplasm // COPI coating of Golgi vesicle
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000124588	NQO2	NAD(P)H dehydrogenase, quinone 2 [Source:HGNC Symbol;Acc:HGNC:7856]	3	0.0291262135922	ENSG00000124588	extracellular organelle // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000117519	CNN3	calponin 3, acidic [Source:HGNC Symbol;Acc:HGNC:2157]	3	0.0291262135922	ENSG00000117519	epithelial cell differentiation // actin binding // actin cytoskeleton organization
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000115365	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:6508]	3	0.0291262135922	ENSG00000115365	extracellular organelle // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000100220	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]	3	0.0291262135922	ENSG00000100220	ncRNA processing // cytoplasm // poly(A) RNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000095321	CRAT	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]	3	0.0291262135922	ENSG00000095321	peroxisome // microbody lumen // fatty acid beta-oxidation using acyl-CoA oxidase
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000090382	LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]	3	0.0291262135922	ENSG00000090382	extracellular organelle // defense response to bacterium // retina homeostasis
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000085563	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:HGNC:40]	3	0.0291262135922	ENSG00000085563	extracellular organelle // nucleoside catabolic process // purine nucleotide catabolic process
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000072506	HSD17B10	hydroxysteroid (17-beta) dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]	3	0.0291262135922	ENSG00000072506	ncRNA processing // cytoplasm // poly(A) RNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000069275	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]	3	0.0291262135922	ENSG00000069275	cytoplasm // nucleus // poly(A) RNA binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000068120	COASY	CoA synthase [Source:HGNC Symbol;Acc:HGNC:29932]	3	0.0291262135922	ENSG00000068120	extracellular organelle // cytoplasm // nucleus
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000065833	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic [Source:HGNC Symbol;Acc:HGNC:6983]	3	0.0291262135922	ENSG00000065833	cytosol // NADP binding // pyridine nucleotide biosynthetic process
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:HGNC:4795]	3	0.0291262135922	ENSG00000049239	response to alcohol // cytoplasm // NADP binding
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000013583	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]	3	0.0291262135922	ENSG00000013583	extracellular organelle // cytosol // cytoplasm
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000203786	KPRP	keratinocyte proline-rich protein [Source:HGNC Symbol;Acc:HGNC:31823]	2	0.0194174757282	ENSG00000203786	extracellular organelle // cytoplasm
blue_Module-GO_Ensembl-Gene-Rankings.txt	ENSG00000198478	SH3BGRL2	SH3 domain binding glutamate-rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]	2	0.0194174757282	ENSG00000198478	extracellular organelle // nucleus
